query,Post ID,Post Content,nickname,link
污染; 2018-02-20; 1; 25,75,	  今日零时炮哪位勇士上山顶照相 http://t.cn/RRnQhex ​	,NA,//weibo.com/1854657822/G3WudgHHo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,76,		鞭炮这种除了制造噪音制造空气污染破坏人心情的东西为什么不禁了它！！！！mmp！ ​		,今天你更新了吗2018,//weibo.com/6461528822/G3WucF3F9?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,77,"		【孩子吃水果不能代替蔬菜】很多宝宝爱吃水果,但不爱吃蔬菜,但水果不能代替蔬菜.蔬菜比一般水果含矿物盐(如钙磷钾等)多;鲜菜含维生素C,胡萝卜素等维生素也要比水果多若干倍.蔬菜的膳食纤维也比水果多.多吃蔬菜还可防便秘,并有防癌作用.多吃新鲜绿色无污染的蔬菜,吃出健康好宝宝。 ​		",素雅留恋动,//weibo.com/6159179498/G3Wu01DUo?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,78,		不化妆也要擦隔离很多人只有在化妆的时候才会想起隔离霜，其实隔离霜的作用就是将皮肤和外界隔离的护肤品，使皮肤免受环境以及辐射的污染，因此，即便在不化妆的时候也要擦隔离霜，给REH743皮肤上一层保护膜。 ​		,墨镜健康成长黛,//weibo.com/6428350062/G3WtPl6pk?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,79,		我上传了一个视频 ️️ 刷牙一定要用小刷头牙刷这样能够帮助你刷到藏起来的地方碧斯诺兰还给牙刷刷头设计了一个小盒子透气，还隔离了大部分的污染和细菌一支仅售9️⃣.9️⃣还包邮 http://t.cn/RRDol1l ​		,碧斯诺兰女神卫生巾代理飞飞,//weibo.com/5503599332/G3WtMFiq1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,80,		【2月20日7时日照空气质量】日照市空气质量指数为87，空气质量良，首要污染物为PM2.5。 @日照环境 @日照环境监测 @日照绿之声 @日照乐呵 @凉拌莴苣J ​​​		,日照环境监控,//weibo.com/3574578502/G3WtGcigL?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,81,		【孕妇吃海鲜是有何忌讳？】1、怀孕早期，螃蟹坚决不能吃。2、海鲜一定要吃熟的，万不可吃生海鲜。3、不要吃受污染（汞污染）的海产品。4、孕妇吃虾后若没有不良反映，如过敏、腹痛，就没有问题。虾钙含量高，孕期适量吃虾或虾皮可以补充钙、锌等微量元素，促进幼儿的生长。 ​		,怀恋微弱颤抖思,//weibo.com/6147309578/G3Wtyx10t?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,82,		白开水也有保质期很多人喜欢在头天晚上晾好一杯开水，第二天一早再喝。这种做法在温度不高时还可以；如气温超过30摄氏度，空气湿度又较高，细菌繁殖较快，隔夜凉开水就会失去生物活性，并且极FSQ801易被污染而引起腹泻。当天烧的开水最好当天喝完。凉白开放置超过3天最好不再饮用。 ​		,堂本刚砸光o,//weibo.com/6433689341/G3WtrpuDr?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,83,		【宝宝疫苗接种完毕，应留院观察30分钟左右，若无反应出现再离开】但这不是意味着高枕无忧了，家长还需细心的观察与细致的护理，宝宝接种疫苗后，注意休息，避免剧烈活动，3天内最好不要洗澡；在家注意保护宝宝接种部位，保持清洁，以防污染物进入而引起感染；在家多给宝宝喝开水（除服脊灰糖丸外）。 ​		,率封秒85,//weibo.com/6140731170/G3Wtlb1lH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,84,		🅼︎🆁🅽🅸🅽🅶换下夜用纸尿裤换上薄如蝉翼的日用纸尿裤日夜交替 专业如你‼️简洁的包装 最大程度避免油墨污染这样的贴心 满足各位麻麻的要求❤️ ​		,大甜甜的辛辛熊乐园,//weibo.com/6444402417/G3WtixnYW?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,85,污染最严重的其实是农村，当然，空气还是新鲜的。问题是土壤的污染怎么解决？吃空气能解决？ ​		,强大微生物胡等政,//weibo.com/1175214510/G3WtbsNnJ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,86,		空气污染严重，老是上呼吸道感染，心塞 ​		,女王大人蕾6468531090,//weibo.com/6468531090/G3Wt5etKL?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,87,		意识形态的法衣已经没有了，现在的意识形态是“皇帝的新衣”。能形成共识的，只有一个字~钱//@perder_peso: 这不就是普遍现象么？上头知道也不管，毕竟连着筋，除非动了上头某一个，然后才杀鸡儆猴。//@匿了嘛: 村里的大姓垄断各种行政职位。巧取豪夺，污染环境。无人敢说		,龙玄玉,//weibo.com/6079157125/G3T9KiTrz?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,88,	  《雍正王朝》中，当刘八女这样的地方豪强威胁到皇权统治时，结果也是被满门抄斩没收家产，这是电视剧里的事。我朋友去某县挂职科技副县长，回来私下交流说，村级政权的确到了非治理不可的地步，不少村长村支书们都存在问题，举了个例子，有一个经商失败的村混，先是混了团支书，然后村支书，后来又混 ​		...展开全文c,NA,//weibo.com/5091503522/G3Wt0eYmj?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,89,		【车内气味有学问】不仅是坐在车上会晕，很多人严重到只要闻到汽油味就会头晕恶心，再加上汽车内饰隐隐散发的甲醛味，浑浊的车内空气让身处其中的晕车者无处可逃。要解决这个问题，推荐各位车主使用是比较传统安全的活性炭包，活性炭会吸附空气中的有机化合物，不会产生二次污染。 ​		,fadingtime-betweenus非主流,//weibo.com/6164432230/G3WsZ35Gn?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,90,		白#中国赞#色污染！ ​		,手机用户2461289663,//weibo.com/2461289663/G3WsNwcFN?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,91,		摩羯都是乖孩子，把自己隔离在没有污染的世界里。摩羯纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，发现对方变得自己不认识了，摩羯会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼只是太会保护自己，太清醒了。 ​		,魅力时尚女性稳,//weibo.com/5085933639/G3WsLr4ZM?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,92,		【苏梅岛】苏梅岛是泰国第三大岛，相比人们熟知的普吉岛来说，这里没那么商业，充满着浓郁的原始气息。抛开生活的压力，远离污染的空气，来苏梅岛享受蓝天白云，享受一望无际的大海吧！ ​		,语素寂然_78424,//weibo.com/6166303869/G3WsFuP2m?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,93,		很多时候，你回乡的目的是因为人在，因为人就是理由。如果从自然空气质量看，我精致珠海最好，国际化大都市广州是良，大美临沂还在中度污染。 ​		,朱崇科,//weibo.com/2810896672/G3WsxwCmt?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,94,		【车内气味有学问】不仅是坐在车上会晕，很多人严重到只要闻到汽油味就会头晕恶心，再加上汽车内饰隐隐散发的甲醛味，浑浊的车内空气让身处其中的晕车者无处可逃。要解决这个问题，推荐各位车主使用是比较传统安全的活性炭包，活性炭会吸附空气中的有机化合物，不会产生二次污染。 ​		,真真之真雪纪博,//weibo.com/6159279225/G3Wsp1uzc?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,95,		高科技盆栽Broto，不需要土壤，也无需担心污染。Broto采用aeroponic技术，可以让花卉不需要土壤也能生存，全靠那些发光二极管来照顾植物，并且配备了一个系统可以显示植物的PH值，湿度，温度和养分。你是否也想弄一个不需要照顾的高科技盆栽呢？ ​		,内部山高恐惧,//weibo.com/6456423492/G3WskgBnQ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,96,		今天早上又听闻同事讲，其岳父病情重，需要帮忙照顾，不能安排出远门了。如今的社会，病苦越来越普遍了，医院越来越多了，这跟世人抛弃了“君子爱财取之有道”的原则，为了赚钱不讲道义有很大的关系，食物、空气、水的污染如何能不伤害身体健康！更糟糕的是人类的精神污染太严重了，杀生吃肉造作的恶业 ​			...展开全文c,素食者王俊傑,//weibo.com/2108074755/G3Ws9jy1p?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,97,		青年忧心忡忡问禅师：“大师，核污染、全球变暖、地震、海啸等自然灾害不断，人类将何去何从？”禅师拿出一个生鸭蛋一个咸鸭蛋，将蛋砸在青年头上。问青年：“哪个比较疼？”青年答：“咸的蛋疼！”禅师道：“闲的蛋疼就找正事做去！” ​		,先森w28q,//weibo.com/3635902587/G3Ws94LeG?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,98,#搞笑幽默##搞笑图片#vvv2701【最强排毒食物。吃了皮肤瞬间变好】 环境污染、电脑辐射、不良饮食习惯等都有可能导致人体产生各种生理垃圾，毒素长期在体内堆积，则会引发记忆力减退、面色灰黄、便秘、痔疮等系统疾病。因此，如何排毒成为不少女性关注的健康话题。其实在我们常吃的蔬菜中，就有不 ​			...展开全文c,棉城IN生活,//weibo.com/2601978352/G3WrW2mNr?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,99,		这样的开发给当地百姓带来了不仅是身体伤害，同时带来了污染。		,叮吟咚龙,//weibo.com/1682271562/FDG0V3zKI?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,100,	  发布了头条文章：《农民贫穷的真正原因》 http://t.cn/RQ7Kl8m ​	,NA,//weibo.com/5064908669/G3WrTnBpg?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,101,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,春眠不觉晓2011_449,//weibo.com/1923586671/G3WrT72YU?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,102,		【不同器官致癌原因】1.胃。共餐会增加胃癌直接诱因。2.肺。第一是吸烟；第二是环境#中国赞#污染。3.乳腺。吃高脂肪高热量的食物、精神压力大、晚婚晚育等。4.肝。“乙肝病毒”，食用被黄曲霉毒素污染的谷类和豆类，长期饮酒都是导致肝癌发生的直接原因。5.食管。喜欢吃烫的食物。 ​		,高__吖头,//weibo.com/2441425135/G3WrHy8ig?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,103,		早起跑步🏻计划失败，真要跑怕是要挂在鞭炮污染上了 ​		,多了去的YangXuLei,//weibo.com/3948693241/G3WrtCMj1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,104,"		【孩子吃水果不能代替#中国赞#蔬菜】很多宝宝爱吃水果,但不爱吃蔬菜,但水果不能代替蔬菜.蔬菜比一般水果含矿物盐(如钙磷钾等)多;鲜菜含维生素C,胡萝卜素等维生素也要比水果多若干倍.蔬菜的膳食纤维也比水果多.多吃蔬菜还可防便秘,并有防癌作用.多吃新鲜绿色无污染的蔬菜,吃出健康好宝宝。 ​		",俊丨力Dennielle,//weibo.com/2963505307/G3Wrrh3lO?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,105,		【20贴装/张】全贴防水贴花持久指甲贴【券后12 入】 #专享优惠券#精华区 这个【一张20贴装，可以贴两次】采用新技术，绿色不污染，不伤手的甲膜！时尚，潮流，妩媚，随心搭，方便易卸除。 【券拍】http://t.cn/RRDot9Q ​		,更知女人心,//weibo.com/6140248095/G3Wrq7SAJ?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,106,		【船舶排污7月起控制更严】据新华社北京2月19日电（记者　高敬）环境保护部日前批准了《船舶水污染物排放控制标准》，将从2018年7月1日起开始实施。http://t.cn/RRDoG8v ​		,笑珊雅琴,//weibo.com/6124103754/G3Wr40KkE?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,107,		摩羯都是乖孩子，把自己隔离在没有污染的世界里。摩羯纯净得你想象不到，过着简单的生活。喜欢一个人是真的喜欢，可以喜欢很久很久，发现对方变得自己不认识了，摩羯会毫不犹豫的头也不回把自己从那段回忆中抽离出来。他们不是胆小鬼只是太会保护自己，太清醒了。 ​		,邬钳警邬义,//weibo.com/5857032050/G3Wr0Eq5z?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,108,		ND，不小心刷了一波视觉污染……眼睛差点闪瞎了 ​		,平园容runz,//weibo.com/6335297859/G3WqUfi8e?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,109,		【留胡子】胡子具有吸附有害物质的性能，留有胡子的人吸入的空气污染指数，是普通空气的4.2倍。如果下巴留有胡子，又留八字胡，其污染指数可高达7.2倍。再加抽烟等因素，污染指数将高达普通空气的50倍。 ​		,剪一段月光Y,//weibo.com/3706907812/G3WqUaz33?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,110,		车内空气质量标准是国家环保部重点修订的标准！国家环保部相关负责人表示，【车内空气成购车重点考虑因素】车内的空气质量和车内污染问题近年来受到各界严重关注！目前标准修订工作正在进行中[ppb扫射] http://t.cn/8F8J91F ​		,粉红的雅丽,//weibo.com/1816712873/G3WqReqqz?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,111,		宝坻区气象台07时发布：今天白天：阴转晴，东北风3-4级转东南风2-3级，最高5℃。今天夜间：晴间多云，西风0-1级，最低-8℃。未来12小时，空气污染气象条件等级二级，较有利于空气污染物稀释、扩散和清除；烟花爆竹燃放指数二级，气象条件不太适宜燃放烟花爆竹，尽量减少燃放，并注意燃放安全。(02月20 ​			...展开全文c,天津宝坻气象,//weibo.com/5075257464/G3WqMbP81?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,112,		没眼看！赵又廷拍摄电影《南极之恋》时竟然在野外公开嘘嘘，又是刨坑又是尿袋的，为了不污染南极环境也是够拼的了支持姑父的新戏#南极之恋0202# http://t.cn/RQ6vFb7 ​		,哼哼妈咪有点忙,//weibo.com/5930574141/G3Wqzxx23?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,113,		【三个好习惯帮助远离肺癌】肺癌与吸烟、大气污染、职业因素、肺部慢性疾病、遗传及免疫力等因素有关。从以下三个方面，改变生活方式，有助预防肺癌的发生：①戒烟：②对“油烟”保持警惕：一定要保持厨房通风③增加食物中蔬菜、水果的摄入量。 ​		,浅见色忌,//weibo.com/5776378054/G3WqyA1SM?refer_flag=1001030103_
